Id,Prediction
4411,4695220.45953
4412,4251923.16883
4413,3846187.01731
4414,5048836.01298
4415,4147764.31126
4416,4881899.99829
4417,4250495.51161
4418,4469450.4639
4419,4347823.89302
4420,4059088.72774
4421,4389059.48902
4422,4016129.61242
4423,6295475.83814
4424,4665706.59606
4425,4389104.64563
4426,4657515.47742
4427,3951749.95955
4428,3826805.77159
4429,5371064.5668
4430,4698819.12241
4431,4148478.27638
4432,4044091.32447
4433,3985893.05185
4434,3431815.60972
4435,4846972.98424
4436,4347265.45008
4437,4547378.2272
4438,4131983.21243
4439,4607779.2803
4440,4072403.76627
4441,4422875.13914
4442,4571560.61504
4443,4010159.54281
4444,5021097.09038
4445,4844720.50454
4446,4377404.43447
4447,4284201.14684
4448,4140195.15442
4449,4480124.42209
4450,3820621.7957
4451,4566516.60034
4452,4160102.42881
4453,5492024.37418
4454,4046129.98343
4455,4340292.5545
4456,4508454.49166
4457,4738126.20849
4458,4379287.02895
4459,4471885.61869
4460,4525532.81817
4461,4296432.95711
4462,4100779.12494
4463,4723339.9247
4464,4521435.34116
4465,4533813.21318
4466,7745120.40492
4467,4200275.05809
4468,3689824.54813
4469,4454563.28074
4470,4492772.13436
4471,4470829.67747
4472,5290878.27773
4473,4721855.31508
4474,5389457.01877
4475,4043606.44551
4476,4303975.92478
4477,4357906.7417
4478,4223045.18304
4479,4241154.24227
4480,5276904.57805
4481,4368949.0862
4482,4912318.82946
4483,3826038.4738
4484,4454353.49053
4485,4982207.09056
4486,4002652.34391
4487,4584794.70593
4488,4811572.88363
4489,3515760.03947
4490,4582319.80216
4491,4463402.06051
4492,4093672.36352
4493,5919190.99648
4494,4816395.58282
4495,4249923.30619
4496,4938469.85347
4497,5545465.42533
4498,5370785.49936
4499,4260733.1976
4500,4235219.62158
4501,4570026.85979
4502,4696257.71735
4503,4273164.27645
4504,4612567.09164
4505,4168129.14732
4506,4495608.60113
4507,4441555.89839
4508,4805941.9771
4509,5022490.23461
4510,4435176.69891
4511,5685015.35393
4512,4292653.95712
4513,4797697.65829
4514,4978932.47901
4515,4766104.51471
4516,3587347.81927
4517,4322134.23018
4518,4147255.72612
4519,4550720.37953
4520,4293188.11036
4521,4434044.83587
4522,4714937.84368
4523,4605169.01467
4524,4370407.67843
4525,4271995.72977
4526,4453276.48211
4527,4759171.51252
4528,5423405.46251
4529,4391072.50305
4530,5037029.0863
4531,4520911.55937
4532,5213569.68121
4533,4367079.27787
4534,4468092.15824
4535,4308551.2968
4536,5255302.40936
4537,4129764.09914
4538,3902659.41305
4539,4378466.61797
4540,4754499.53556
4541,4205011.45982
4542,4396745.30384
4543,4506774.6216
4544,4614991.34802
4545,4508750.44745
4546,4661965.23236
4547,4368411.68573
4548,4690148.03025
4549,4082183.17714
4550,4804947.33241
4551,4489343.13528
4552,4508877.99474
4553,4447076.12569
4554,3636708.14997
4555,4128236.16812
4556,4419570.53129
4557,4778464.53826
4558,5166287.48524
4559,3696049.41006
4560,4473731.33002
4561,4646717.71299
4562,4113529.27992
4563,4643118.22414
4564,4375029.02858
4565,5003227.06745
4566,4165459.78461
4567,5252370.48748
4568,6752779.09533
4569,4833806.30143
4570,4623933.3592
4571,4207932.90411
4572,4346842.30538
4573,4475959.10361
4574,3720650.2286
4575,3684535.03189
4576,4206861.50318
4577,5354481.25092
4578,4765018.98966
4579,4404903.49252
4580,4428336.89137
4581,4601311.81913
4582,4602480.6115
4583,4733998.08645
4584,4315305.76832
4585,4645048.3365
4586,5391553.83969
4587,4415366.56599
4588,5352357.95214
4589,3970463.97307
4590,4398649.75068
4591,3743113.07617
4592,7243598.94573
4593,5140193.71139
4594,4310735.18925
4595,4566856.09127
4596,4871304.2738
4597,4755696.86367
4598,5241807.41639
4599,4967117.03593
4600,5027493.69043
4601,5566520.39832
4602,4262217.4736
4603,4938729.03897
4604,5241201.49833
4605,3822919.92239
4606,5491206.0021
4607,5384488.3262
4608,4382759.56616
4609,5037662.12704
4610,5419874.47885
4611,4388371.74084
4612,6089837.41763
4613,4663584.91324
4614,5000023.50552
4615,4798083.49854
4616,4423319.97108
4617,3962003.26611
4618,4442560.67869
4619,6408606.10168
4620,4995080.37519
4621,5639433.25327
4622,5597887.63927
4623,4674557.40467
4624,4291566.86406
4625,4792991.34265
4626,4806793.78496
4627,4518323.54206
4628,4345777.13594
4629,4262762.5136
4630,3891717.44193
4631,4747746.24553
4632,3809502.4608
4633,4131623.50526
4634,4012442.50331
4635,4142698.52106
4636,4572670.48743
4637,4560112.79368
4638,4193814.91484
4639,4525795.25097
4640,4809362.59246
4641,4314327.17174
4642,4338111.58727
4643,4781530.11787
4644,4213300.25073
4645,4663000.45894
4646,4920044.16421
4647,3870574.50026
4648,4559623.68058
4649,5311705.41885
4650,5269039.71969
4651,4433997.7355
4652,3881653.71284
4653,4693477.14418
4654,4374320.65655
4655,4412841.43228
4656,5573849.50049
4657,4737915.22326
4658,4945624.11516
4659,5056238.02813
4660,4787580.63086
4661,5081336.58155
4662,5178881.15846
4663,4318034.45322
4664,5441574.87857
4665,4458036.98443
4666,4268001.62479
4667,4748436.62612
4668,4836630.38203
4669,4456376.39022
4670,4495634.02523
4671,5463990.68513
4672,5583804.45128
4673,4008678.81455
4674,4364735.97154
4675,4807562.14525
4676,5152920.42677
4677,4267374.6321
4678,4538718.61083
4679,4465196.95813
4680,4614057.49217
4681,3876810.57516
4682,4538001.6126
4683,4707203.16979
4684,4868451.32369
4685,4782568.82431
4686,4653630.11567
4687,4809447.55346
4688,4278229.85886
4689,4279603.58219
4690,4289138.36501
4691,4205456.8242
4692,3772704.90193
4693,4543930.73655
4694,3860890.22753
4695,5095915.14422
4696,4441251.06918
4697,4556323.3899
4698,4943627.11349
4699,4848049.05475
4700,4265965.22419
4701,5440435.05272
4702,4330200.37987
4703,4655272.01536
4704,5177109.83869
4705,4870642.94257
4706,4464877.5069
4707,4249134.49938
4708,4107250.52088
4709,4757192.83115
4710,4194296.19562
4711,5233859.56573
4712,4443667.49592
4713,3974167.13278
4714,4617301.51509
4715,4590545.5151
4716,4136279.79344
4717,5108769.21959
4718,3579549.65761
4719,4885133.37709
4720,4111481.07731
4721,5187694.88033
4722,4373037.72744
4723,3592966.79262
4724,4515943.91647
4725,4107815.17983
4726,4117674.89442
4727,4656724.92139
4728,4187428.40357
4729,4501775.11618
4730,4904398.9237
4731,3852903.2125
4732,4007315.47299
4733,4248203.233
4734,5155982.98237
4735,4071936.02857
4736,5089547.86347
4737,5201521.85418
4738,4812559.92038
4739,5367132.55698
4740,5690152.45475
4741,5703011.08758
4742,4214004.43934
4743,4052914.67189
4744,4643462.81771
4745,4892702.51765
4746,4199255.93286
4747,3687751.54907
4748,4147989.78718
4749,4456494.27736
4750,5190324.31587
4751,5027828.08286
4752,5717350.72828
4753,4182630.74158
4754,4158061.80673
4755,4571794.82442
4756,4438529.95743
4757,4233776.85163
4758,5703405.30621
4759,4550115.86419
4760,4609554.20209
4761,5435038.65572
4762,3984896.51075
4763,4904967.25041
4764,3758755.50696
4765,3535934.95086
4766,5463661.85333
4767,4162965.3495
4768,4790383.83548
4769,5060629.82746
4770,4328766.40139
4771,4542044.6101
4772,6095033.72613
4773,4935044.10929
4774,4574540.831
4775,3509796.74464
4776,4264612.79345
4777,4541731.36169
4778,4297735.10878
4779,4494899.56903
4780,4344167.11128
4781,4789193.38591
4782,4501450.64925
4783,4723858.8201
4784,3621860.12615
4785,4976035.36007
4786,4148157.95335
4787,5037389.53434
4788,3378647.60202
4789,5013817.82131
4790,4622943.37382
4791,4248037.27353
4792,5119941.93025
4793,4046849.14279
4794,4775736.18294
4795,4693238.28326
4796,4079518.27024
4797,4425192.32405
4798,4886816.72733
4799,3422385.86195
4800,4660688.01531
4801,4501615.41028
4802,5163894.40989
4803,5107406.20291
4804,4206498.711
4805,4216820.28674
4806,4546195.45102
4807,3789073.7996
4808,4584234.4035
4809,4809257.71627
4810,4368232.65077
4811,4822632.23221
4812,4742299.36592
4813,4611937.52039
4814,4214671.75911
4815,4599542.75994
4816,5061131.95109
4817,4875843.67068
4818,4175156.91977
4819,4394147.9517
4820,4516962.67124
4821,4611744.0096
4822,4948464.1793
4823,4508459.83069
4824,4754795.14839
4825,5104441.65282
4826,4509918.61182
4827,4084813.38114
4828,4150652.0748
4829,4102649.36842
4830,4850576.50911
4831,4474875.27393
4832,4500443.64212
4833,4608955.7364
4834,5149472.95569
4835,4187901.73215
4836,5386675.09014
4837,3448800.20581
4838,4951149.49255
4839,4694500.28955
4840,4201387.87529
4841,4147835.03329
4842,5228510.21926
4843,4478105.21696
4844,4626485.05223
4845,4239898.60366
4846,5347111.12215
4847,4713871.23292
4848,4890908.75992
4849,4809903.8185
4850,4874701.60209
4851,4288174.90133
4852,3902409.8296
4853,4936503.31887
4854,4293398.41439
4855,4879127.97621
4856,4046429.31681
4857,4387724.47293
4858,4659906.06549
4859,4756851.55354
4860,5296139.75067
4861,4526019.57738
4862,4636701.52384
4863,5137923.75707
4864,4989071.31595
4865,4282324.17675
4866,4772314.05455
4867,4463755.45166
4868,4409911.02668
4869,4905828.46987
4870,4242485.04795
4871,4101823.59612
4872,4974725.4772
4873,4819263.01071
4874,4247901.90468
4875,4101515.12427
4876,5042587.3212
4877,4348068.01757
4878,4895687.22256
4879,4553370.68207
4880,3382354.69231
4881,4812054.48485
4882,3987072.25554
4883,4751607.93904
4884,4383809.31313
4885,4538519.63061
4886,4584125.77552
4887,4968521.74392
4888,4198390.61228
4889,4037144.14632
4890,5075175.67698
4891,4729405.73127
4892,4767578.17298
4893,4742617.81487
4894,4408719.94261
4895,4847990.28319
4896,5117083.17605
4897,4613333.74305
4898,3578736.77035
4899,3976436.99631
4900,5146935.31347
4901,4319215.84969
4902,4669225.97711
4903,5100614.40812
4904,4434735.75758
4905,4724417.7679
4906,5325677.01186
4907,4014134.52861
4908,4293356.19238
4909,3809515.16324
4910,3810075.67615
4911,4242418.94408
4912,4863620.38894
4913,5471960.86937
4914,4821665.59727
4915,4302751.60766
4916,4118009.52822
4917,3654507.49588
4918,4644644.65664
4919,4212063.71999
4920,3389502.24359
4921,5025335.87511
4922,5587607.81964
4923,4075332.68145
4924,4519991.4426
4925,4914074.84457
4926,4936321.52343
4927,3822146.88262
4928,5292692.42409
4929,4793407.12452
4930,5757648.86954
4931,4693636.7035
4932,4671185.52251
4933,4271986.64805
4934,4625784.14625
4935,4983601.91333
4936,4865028.23217
4937,4587850.56723
4938,4743359.06202
4939,6237104.00835
4940,4280506.33888
4941,5257139.75079
4942,4255323.67178
4943,4364652.55117
4944,4599639.43971
4945,5444927.16433
4946,4613038.62598
4947,4410511.58697
4948,4518291.6181
4949,4589516.54367
4950,4642876.42947
4951,4499773.54081
4952,3542687.06052
4953,3907100.78059
4954,6148413.09444
4955,4800313.58741
4956,4540365.49606
4957,4102613.31633
4958,4414167.50421
4959,4752748.81376
4960,4221925.22082
4961,4752804.58081
4962,4449561.14673
4963,4202337.48056
4964,5328607.79372
4965,4759971.55612
4966,4680619.40017
4967,4227638.69102
4968,5189591.01694
4969,4053754.48198
4970,4147314.94747
4971,4137242.72262
4972,6930010.91042
4973,4164713.4516
4974,4771919.33766
4975,4983630.18285
4976,4131825.75935
4977,3799505.66028
4978,4824999.56856
4979,4493609.79543
4980,3966393.55437
4981,4619620.50383
4982,4091030.97825
4983,4632253.20646
4984,6045879.99647
4985,5126888.08487
4986,4392326.81143
4987,4276370.10849
4988,4763441.5029
4989,4588300.34613
4990,5342735.5428
4991,4083119.108
4992,4297787.41125
4993,4949382.59423
4994,4060729.60757
4995,6042879.2165
4996,5289652.41318
4997,5322190.97402
4998,4150391.10355
4999,5020967.46918
5000,4433441.41671
5001,4849844.66729
5002,4492097.05163
5003,4934592.68688
5004,5052634.59335
5005,4333463.35059
5006,4548579.78087
5007,5112712.79308
5008,4886573.71637
5009,5136889.84708
5010,4688612.54064
5011,4834204.94835
5012,4097684.18464
5013,4484637.87123
5014,5074288.6444
5015,4829818.42028
5016,4686449.29385
5017,4144427.33206
5018,4613680.02096
5019,5282253.34993
5020,4470130.66482
5021,4058377.83013
5022,3431874.31867
5023,4441813.21999
5024,5164567.30491
5025,5250738.44001
5026,4037985.10959
5027,4625059.21015
5028,4673064.54129
5029,4074738.03615
5030,4777098.90854
5031,4741533.94234
5032,4385701.06451
5033,4851567.17638
5034,4700321.76183
5035,4613687.85592
5036,4443010.8098
5037,4475271.83479
5038,4479217.07172
5039,4098380.10088
5040,4860718.66176
5041,4517069.97622
5042,4067195.87564
5043,5232025.13914
5044,3844353.19349
5045,4549463.16616
5046,4449176.32532
5047,4228334.48974
5048,4144585.04759
5049,4651430.0907
5050,4694671.52146
5051,3877837.13185
5052,4187750.68177
5053,4771512.70066
5054,4865654.14407
5055,4507930.25877
5056,4238679.02818
5057,4361711.45486
5058,4112803.72995
5059,5196558.465
5060,4039215.75872
5061,4455581.35704
5062,4257562.46691
5063,4195494.4145
5064,5928973.82582
5065,3946974.7847
5066,4935729.70591
5067,3949924.32144
5068,4067211.3775
5069,4937076.39256
5070,5220819.103
5071,4661415.98552
5072,4736490.23123
5073,4932074.08604
5074,5324774.50894
5075,4447562.90045
5076,5281138.65991
5077,4971844.19728
5078,4763200.04294
5079,4535982.0829
5080,3757726.21885
5081,5023563.39135
5082,4531927.75873
5083,4469585.19594
5084,4166114.13907
5085,4805580.04245
5086,4611007.69627
5087,3949978.83102
5088,4401291.57797
5089,4847600.07724
5090,4383138.56255
5091,3673340.94754
5092,4573680.32323
5093,4196328.61221
5094,4614951.49375
5095,4775467.7497
5096,4814541.27004
5097,4095955.17076
5098,5254570.89037
5099,4281398.457
5100,4841021.6705
5101,4884880.57803
5102,4604434.88881
5103,3717631.40053
5104,4234977.11963
5105,4865176.18517
5106,4711433.0745
5107,4992956.10561
5108,4690425.68504
5109,4501282.32739
5110,4982247.23623
5111,4538997.4789
5112,4657172.44739
5113,4303984.11092
5114,4804324.65943
5115,4075421.98376
5116,5088034.45939
5117,4793786.84043
5118,5194959.29722
5119,4799894.30664
5120,4112981.8234
5121,4520081.76117
5122,4101009.39229
5123,4244978.59321
5124,3979040.82645
5125,4975504.26195
5126,4914117.16067
5127,4330497.23779
5128,5068550.09246
5129,4249845.20335
5130,4150737.19208
5131,5249310.63275
5132,4407842.88126
5133,3640407.85948
5134,4720997.42084
5135,4388202.09363
5136,4507276.81151
5137,3804861.49085
5138,5613464.7602
5139,4119682.75154
5140,4185113.67483
5141,3772908.59731
5142,4400728.53447
5143,4276225.25165
5144,5284507.538
5145,3630408.75807
5146,4335251.61465
5147,4685621.158
5148,4740632.41293
5149,3999333.43001
5150,4207063.36535
5151,4760331.00524
5152,5176414.15724
5153,4744829.76971
5154,4793240.83146
5155,3754122.21297
5156,3661789.45136
5157,3741707.63994
5158,4560547.86394
5159,4385144.71575
5160,4631714.01763
5161,4513207.97017
5162,4582522.40301
5163,4110426.97135
5164,4656258.68083
5165,4014926.81358
5166,4757819.16139
5167,4257043.363
5168,6245474.76567
5169,3673941.52209
5170,4802755.99797
5171,4168704.54966
5172,4300161.08646
5173,4621041.33315
5174,4149527.83939
5175,3986231.68101
5176,5211960.64327
5177,4663117.71615
5178,4944900.72973
5179,5470820.78983
5180,6608418.2604
5181,4032758.84599
5182,4301322.7439
5183,6291758.60515
5184,4424559.53374
5185,4607740.98297
5186,4726438.11158
5187,4230964.64394
5188,4683667.10347
5189,4480752.00723
5190,4202480.85545
5191,4111444.50301
5192,5313224.78676
5193,4916450.34152
5194,4286037.34717
5195,4558882.08428
5196,4597047.90979
5197,4607295.66646
5198,4048237.00377
5199,4818390.71465
5200,4615007.98731
5201,5171948.27396
5202,4925765.66675
5203,4436874.68689
5204,3980818.58255
5205,4178192.02604
5206,4508215.83818
5207,4324480.00785
5208,4766205.94964
5209,4354155.44715
5210,4013471.58
5211,3912217.76626
5212,4322746.06313
5213,4299329.72856
5214,4217089.30773
5215,4116794.8039
5216,4867076.02443
5217,4050935.97704
5218,4904078.41069
5219,4129060.8249
5220,4345300.1915
5221,4133531.71822
5222,4148732.89327
5223,4171942.39185
5224,4222345.57781
5225,4384561.00581
5226,3799505.66028
5227,4963156.86123
5228,4097737.73839
5229,4245395.03632
5230,4999354.83093
5231,4801196.31
5232,5909172.95781
5233,3869978.54879
5234,4566365.81944
5235,4275671.65445
5236,3907084.1535
5237,3895378.96597
5238,4322268.09201
5239,4091749.58137
5240,4461488.44145
5241,3894440.98273
5242,4572979.34127
5243,4800804.88711
5244,4452844.95132
5245,5394313.41493
5246,3729842.73979
5247,4557784.18315
5248,4174904.50607
5249,4202563.63688
5250,4840374.90344
5251,4472334.80446
5252,4075716.31894
5253,4243935.31828
5254,4732706.40364
5255,4917622.1304
5256,4449474.16011
5257,4660326.76895
5258,4782438.62098
5259,4457683.53383
5260,4880591.81024
5261,4247963.5366
5262,4683140.77516
5263,4881905.57146
5264,4733456.80189
5265,5099257.51637
5266,4037449.9416
5267,4137110.17464
5268,5084252.83839
5269,4706191.35243
5270,4508325.05365
5271,4421206.65661
5272,3769984.94965
5273,5031259.23227
5274,4566541.46243
5275,4721230.59898
5276,5222203.30877
5277,4595942.42459
5278,4240358.82078
5279,4652619.96042
5280,4459481.20528
5281,4459945.24689
5282,4259941.11397
5283,4111792.39335
5284,3906500.88076
5285,4195695.70382
5286,4540952.56756
5287,5088770.2355
5288,4050541.21837
5289,4709376.82701
5290,3532807.3353
5291,4668657.53501
5292,4463979.7774
5293,5032627.9962
5294,6091248.45008
5295,4349417.34505
5296,4245346.42612
5297,4562812.86121
5298,4026095.38805
5299,4307567.72175
5300,4498591.75641
5301,5084905.08886
5302,4832029.7062
5303,4782909.91109
5304,4524753.82455
5305,5148928.46506
5306,3709887.73953
5307,4556592.23447
5308,5116453.1906
5309,4733659.50479
5310,4009643.14298
5311,4483417.87717
5312,4727587.24385
5313,4382759.30021
5314,3760348.66719
5315,4394709.64945
5316,4550749.19079
5317,3644576.33167
5318,5157615.33582
5319,4089306.10978
5320,3530696.35621
5321,4247557.90669
5322,4412298.25891
5323,3794979.87505
5324,4469587.16345
5325,4355918.64191
5326,4343843.86194
5327,4227893.7189
5328,4139666.87069
5329,4616582.36419
5330,5145491.22101
5331,4405120.73774
5332,4316760.3403
5333,5877224.33616
5334,4724957.04163
5335,5041590.66152
5336,4299601.0804
5337,4414909.72619
5338,4683965.86641
5339,5150650.95373
5340,4797141.73493
5341,5049752.13869
5342,4134698.55108
5343,4331697.32845
5344,4444526.37883
5345,5058857.84206
5346,4582920.61679
5347,4419367.6075
5348,4163789.03242
5349,4457843.58154
5350,4137278.08138
5351,4102936.43347
5352,4889518.14267
5353,3650629.43332
5354,3781516.20937
5355,4521510.81668
5356,4632039.30313
5357,4754396.2728
5358,4410166.83103
5359,4598358.37196
5360,4839837.22456
5361,4632508.64738
5362,4421354.47585
5363,4195956.08009
5364,3895356.83177
5365,5223704.18571
5366,4870940.42879
5367,4832974.62443
5368,4161451.42601
5369,4764796.95017
5370,4783211.58728
5371,5175865.66704
5372,4576377.54115
5373,5062766.4567
5374,4617895.86762
5375,4638259.24425
5376,4189985.60799
5377,3944996.73764
5378,4400418.44693
5379,4387530.40622
5380,4159637.22844
5381,4912815.5464
5382,5373878.11902
5383,4379831.91826
5384,4081080.86622
5385,4989448.76069
5386,7079734.67321
5387,4853552.51195
5388,4779205.28729
5389,4081014.37969
5390,4747888.09163
5391,4626192.12175
5392,4488828.03444
5393,4771581.73549
5394,4156707.59172
5395,4476251.39697
5396,4647968.40042
5397,3571990.58194
5398,4605273.75738
5399,4144350.27084
5400,3815409.77113
5401,5045319.5806
5402,4723222.67515
5403,4655230.6237
5404,4709898.38636
5405,4004911.71467
5406,4858345.46107
5407,4770471.23129
5408,4716504.10391
5409,4198009.02351
5410,4100146.02377
5411,3812316.5571
5412,3935205.35878
5413,3531893.37463
5414,4499035.56266
5415,5070768.85088
5416,4516025.71608
5417,4353745.39524
5418,4769110.93682
5419,4390039.68505
5420,4388566.60901
5421,4519798.35277
5422,4397631.33907
5423,3865690.31253
5424,4781239.54503
5425,4974574.82887
5426,4718390.14141
5427,4181134.01467
5428,4921372.45906
5429,6111117.63864
5430,4217929.57965
5431,4339600.4194
5432,4874055.53292
5433,5498772.06266
5434,4400696.74399
5435,6157944.44891
5436,4511652.22175
5437,4655101.26875
5438,4480746.58478
5439,4812222.61169
5440,4481118.28268
5441,4614994.17836
5442,4532264.26787
5443,5106049.89899
5444,4498958.01601
5445,4628953.51643
5446,4251048.77966
5447,4058104.07478
5448,4299480.35489
5449,4554349.72433
5450,4524964.1448
5451,4605695.0192
5452,4732995.41249
5453,4675215.75877
5454,3819694.08097
5455,3630249.92718
5456,4731478.19383
5457,4291916.6662
5458,4575038.14307
5459,4436489.58751
5460,4306905.88692
5461,4604936.02923
5462,3735130.34043
5463,4374490.26558
5464,4879308.63447
5465,4253843.2626
5466,4492678.81834
5467,4781217.86362
5468,4814465.43637
5469,4545317.89523
5470,4391667.98846
5471,4184752.53958
5472,4340054.35941
5473,4266987.88157
5474,4208645.37958
5475,4658044.70349
5476,4319897.57487
5477,5446140.67522
5478,4656460.70665
5479,4932749.2461
5480,4405712.40178
5481,4385408.68673
5482,5106869.6072
5483,4387794.61189
5484,4208432.12861
5485,5168063.37984
5486,4714216.21757
5487,4450829.73353
5488,4856892.4096
5489,5025889.92476
5490,4798868.24699
5491,4217291.11817
5492,5124272.86479
5493,4767804.33776
5494,4498825.56936
5495,4731373.79961
5496,4424724.76994
5497,4533661.37716
5498,4708491.57347
5499,5187580.84203
5500,4566475.55466
5501,4565621.0967
5502,4332099.99513
5503,4419465.70951
5504,5465341.33591
5505,4359203.21669
5506,4847564.46577
5507,4686028.33335
5508,4544703.61243
5509,5595978.82319
5510,5356099.337
5511,4612907.59922
5512,4447128.01868
5513,4015955.04518
5514,4138704.15753
5515,4682144.64566
5516,4613460.09472
5517,4268667.28268
5518,4668420.65578
5519,4045378.54283
5520,4869828.15013
5521,4623892.82985
5522,4946230.82566
5523,3887828.36206
5524,4472859.3288
5525,4260574.12372
5526,4457102.3129
5527,4660423.83347
5528,5159815.0529
5529,4256201.6577
5530,4412467.84475
5531,4211755.10035
5532,4780122.81421
5533,4592624.14556
5534,4165152.91908
5535,4456031.89753
5536,4530180.40777
5537,4231243.22475
5538,4709924.12904
5539,4338116.86066
5540,4087587.99913
5541,5040345.71125
5542,5021828.49668
5543,3678222.8707
5544,4754008.78667
5545,5889667.82788
5546,4136180.68325
5547,4663214.27244
5548,4569238.54303
5549,4538853.83685
5550,4319353.41669
5551,3934127.37994
5552,4916922.22819
5553,4191352.68957
5554,4291971.42129
5555,4993661.33837
5556,4399174.51622
5557,5136479.18381
5558,4218352.58019
5559,4155554.8313
5560,4648700.49368
5561,4776820.59899
5562,4582291.79314
5563,4808363.88619
5564,5192536.50468
5565,4978902.54534
5566,4182277.61597
5567,4346239.58716
5568,4079100.46315
5569,5162482.01248
5570,4662900.91416
5571,5686000.90857
5572,4529392.06952
5573,4149513.54816
5574,4492045.81176
5575,4779230.36436
5576,4076067.04051
5577,3597879.52914
5578,4291592.63172
5579,4248611.48427
5580,4437686.31217
5581,4538965.91969
5582,4623599.93361
5583,3765492.65256
5584,4003296.54813
5585,4356488.99094
5586,5041554.79556
5587,4769785.47206
5588,5148582.34778
5589,3938032.41211
5590,4458606.93362
5591,4356880.31914
5592,4522303.74491
5593,4764468.63087
5594,4913251.10599
5595,4235627.42828
5596,4342095.92911
5597,4498605.94929
5598,4662493.07734
5599,4370789.26806
5600,4818021.78286
5601,4001946.24852
5602,4603793.89355
5603,4715629.14615
5604,4506616.8828
5605,5018704.99535
5606,5753206.64102
5607,4709191.99924
5608,3990018.991
5609,5214924.79747
5610,4302530.79867
5611,3740931.61886
5612,4546084.61155
5613,4095908.55813
5614,4607985.98972
5615,4291653.99275
5616,4460019.78826
5617,4971336.65405
5618,3819807.24054
5619,4778949.71286
5620,3577879.5542
5621,4329814.51333
5622,5631734.54061
5623,3665167.43695
5624,4345511.306
5625,4173486.08166
5626,4192949.94856
5627,4216343.71404
5628,4049753.57132
5629,4753838.37492
5630,4796944.08794
5631,3847222.9049
5632,6260244.29688
5633,4156245.02653
5634,4661009.07733
5635,4233215.15845
5636,3969387.58632
5637,4817784.33291
5638,4144585.04759
5639,3810089.43735
5640,5348382.29322
5641,3963981.40305
5642,4907563.07324
5643,4326620.08887
5644,3843824.2299
5645,4589483.20748
5646,4218848.63191
5647,4425532.71781
5648,4951375.3485
5649,4066278.38591
5650,4601935.6049
5651,4372317.69593
5652,4593298.11283
5653,4200283.55211
5654,4245711.46439
5655,4133614.78587
5656,5032774.12367
5657,3965029.47691
5658,4771896.67917
5659,4112880.83301
5660,3905659.92743
5661,4882053.93018
5662,4758053.3707
5663,4944010.32781
5664,4420635.40084
5665,4292943.71479
5666,3722116.44117
5667,4885746.33836
5668,4877899.87301
5669,5896666.20375
5670,4020344.91984
5671,4604547.1845
5672,4262221.21397
5673,3813090.05539
5674,4582437.82897
5675,4800712.4982
5676,4036990.58134
5677,4429362.22676
5678,4080461.87056
5679,4471988.10263
5680,4520126.61364
5681,4762588.59273
5682,5958070.09302
5683,4919126.82902
5684,4542494.83127
5685,3945790.07876
5686,4628624.91235
5687,4845796.545
5688,5941985.61818
5689,4552054.3064
5690,4153682.81834
5691,4386019.1579
5692,4396681.16116
5693,4593562.50338
5694,5413394.83507
5695,4743893.6551
5696,4348173.92622
5697,4165170.57068
5698,4550578.16646
5699,4630967.55075
5700,5073684.85082
5701,4221229.15613
5702,4356360.51384
5703,5319712.2263
5704,4936925.65064
5705,4462200.62936
5706,4001282.2645
5707,4275267.78391
5708,4181471.51717
5709,4980449.35546
5710,4614051.68093
5711,4302612.87722
5712,6616928.14854
5713,4576567.83868
5714,4234558.51799
5715,4562364.3605
5716,4681724.2859
5717,5474904.83536
5718,5044902.17083
5719,4174031.8253
5720,4264561.63174
5721,3862287.29262
5722,4991401.96792
5723,4436771.77677
5724,3876067.72232
5725,4100470.64467
5726,4307353.00084
5727,4132292.39211
5728,4731307.8256
5729,4299435.45869
5730,4328121.85921
5731,4812240.27431
5732,4704622.37612
5733,4475078.4176
5734,4223441.94413
5735,4253176.03238
5736,5394515.68026
5737,3850265.86989
5738,3618475.48684
5739,3934127.37994
5740,3997416.0029
5741,4025840.2142
5742,4094321.49421
5743,4014377.93614
5744,4604241.10691
5745,4429954.6361
5746,4250480.94943
5747,4696369.72556
5748,5287963.30243
5749,4566128.65584
5750,5365717.61253
5751,5077246.1142
5752,4381711.72821
5753,4340699.39404
5754,4453950.75415
5755,6071824.49639
5756,4251827.24025
5757,4924687.34651
5758,3691128.44429
5759,4967594.00746
5760,4483866.37612
5761,4360350.29653
5762,4880986.86536
5763,5393742.7767
5764,4421865.20887
5765,4508366.01235
5766,4650977.51394
5767,4228774.3534
5768,4502725.21551
5769,4760765.36865
5770,4364150.49327
5771,4081569.54426
5772,4787969.13572
5773,4800798.10537
5774,4561404.27248
5775,4646238.82119
5776,4116719.18526
5777,4460998.50255
5778,3637162.45011
5779,4336839.47958
5780,4080821.72408
5781,3976436.99631
5782,4623463.30024
5783,3915846.21213
5784,5714286.83963
5785,4233542.20879
5786,5131944.96896
5787,4185694.59044
5788,4588743.16699
5789,4577431.32585
5790,4468058.75575
5791,4445329.07392
5792,4476769.97105
5793,4516549.20626
5794,4525735.67479
5795,4386175.55959
5796,4500309.5255
5797,4520747.16925
5798,4557385.64917
5799,4391833.34985
5800,4586759.94883
5801,3746568.5285
5802,4211391.30308
5803,4888564.65191
5804,4211656.93315
5805,4847305.69519
5806,5548389.87366
5807,5074857.83847
5808,4269330.26532
5809,3870072.96445
5810,4890688.61021
